,Year,target,source,Rice_T_N_kg,Rice_T_P_kg,N_surplus_rice,P_surplus_rice,N_leach_image_rice,P_los_rice,Wheat_T_N_kg,Wheat_T_P_kg,N_leach_image_Wheat,P_loss_wheat,n_leach_r_w,P_leach_r_w,grey_water_r_w_liter,grey_water_r_w_BCM
2446,2016,UP,CN,0,0,0,0,0,0,332401.3683,82832.2245,115009.3238,5881.087939,115009.3238,5881.087939,61366642147,0.061366642
2447,2016,WB,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,2017,AP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,2017,AN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2017,AR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,2017,AS,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,2017,BR,CN,3021815.169,782375.7155,2293352.169,624259.7155,1247354.245,55548.6758,148413.1896,36203.05751,50677.60491,2570.417083,1298031.85,58119.09288,6.10E+11,0.610036081
2453,2017,CH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2017,CN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2017,DD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2017,DL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,2017,DN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,2017,GA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,2017,GJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,2017,HP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2017,HR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,2017,JH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2017,JK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2017,KL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2017,KA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,2017,LD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,2017,MH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,2017,ML,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,2017,MN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,2017,MP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,2017,MZ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2017,NL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,2017,OD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,2017,PN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,2017,PD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,2017,RJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,2017,SK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,2017,TE,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,2017,TN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,2017,TR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,2017,UR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,2017,UP,CN,192428.6762,49821.55255,146040.2762,39752.75255,79431.30623,3537.330231,188899.7238,46079.10914,64502.25613,3271.616749,143933.5624,6808.94698,71287993408,0.071287993
2483,2017,WB,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,2018,AP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,2018,AN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,2018,AR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,2018,AS,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,2018,BR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,2018,CH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,2018,CN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,2018,DD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,2018,DL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,2018,DN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,2018,GA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,2018,GJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,2018,HP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,2018,HR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,2018,JH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,2018,JK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,2018,KL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,2018,KA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,2018,LD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,2018,MH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,2018,ML,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,2018,MN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,2018,MP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,2018,MZ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,2018,NL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,2018,OD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,2018,PN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,2018,PD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,2018,RJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,2018,SK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,2018,TE,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,2018,TN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,2018,TR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,2018,UR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,2018,UP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,2018,WB,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,2019,AP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,2019,AN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,2019,AR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,2019,AS,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,2019,BR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,2019,CH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,2019,CN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,2019,DD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,2019,DL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,2019,DN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,2019,GA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,2019,GJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,2019,HP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,2019,HR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,2019,JH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,2019,JK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,2019,KL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,2019,KA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,2019,LD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,2019,MH,CN,0,0,0,0,0,0,11268.43961,2764.32,3107.420148,196.26672,3107.420148,196.26672,2031720981,0.002031721
2540,2019,ML,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,2019,MN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,2019,MP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,2019,MZ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,2019,NL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,2019,OD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,2019,PN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,2019,PD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,2019,RJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,2019,SK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,2019,TE,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,2019,TN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,2019,TR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,2019,UR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,2019,UP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,2019,WB,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,2020,AP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,2020,AN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,2020,AR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,2020,AS,CN,19852.13496,5346.278928,13056.41496,3871.238928,7101.384097,379.5858039,0,0,0,0,7101.384097,379.5858039,3953666574,0.003953667
2560,2020,BR,CN,10050.42595,2706.629822,6609.995955,1959.869822,3595.1768,192.1707174,0,0,0,0,3595.1768,192.1707174,2001599991,0.0020016
2561,2020,CH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,2020,CN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,2020,DD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,2020,DL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,2020,DN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,2020,GA,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,2020,GJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,2020,HP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,2020,HR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,2020,JH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,2020,JK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,2020,KL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,2020,KA,CN,70217.31789,18909.87382,46180.74789,13692.63382,25117.70878,1342.601041,0,0,0,0,25117.70878,1342.601041,13984181718,0.013984182
2574,2020,LD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,2020,MH,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,2020,ML,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,2020,MN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,2020,MP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,2020,MZ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,2020,NL,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,2020,OD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,2020,PN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,2020,PD,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,2020,RJ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,2020,SK,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,2020,TE,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,2020,TN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,2020,TR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,2020,UR,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,2020,UP,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,2020,WB,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,2009,AP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,2009,AN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,2009,AR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,2009,AS,CH,4002139.939,1468917.202,3441970.339,1347330.002,2210089.155,104293.1213,0,0,0,0,2210089.155,104293.1213,1.09E+12,1.092044306
2596,2009,BR,CH,35821014.17,13147492.27,30807235.67,12059230.27,19781326.02,933471.9512,0,0,0,0,19781326.02,933471.9512,9.77E+12,9.774304534
2597,2009,CH,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,2009,CN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,2009,DD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2009,DL,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,2009,DN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,2009,GA,CH,1127445.143,413809.5094,969639.4429,379557.1094,622605.4863,29380.47517,0,0,0,0,622605.4863,29380.47517,3.08E+11,0.307640429
2603,2009,GJ,CH,6645041.674,2438949.205,5714951.674,2237069.205,3669570.47,173165.3936,0,0,0,0,3669570.47,173165.3936,1.81E+12,1.813199946
2604,2009,HP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,2009,HR,CH,736023.6173,270144.9147,633004.2173,247784.1147,406452.0079,19180.28894,0,0,0,0,406452.0079,19180.28894,2.01E+11,0.200835156
2606,2009,JH,CH,7496270.59,2751378.26,6447036.19,2523637.46,4139641.938,195347.8565,0,0,0,0,4139641.938,195347.8565,2.05E+12,2.045470608
2607,2009,JK,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2009,KL,CH,17259965.81,6334976.053,14844131.21,5810608.853,9531416.65,449783.2998,0,0,0,0,9531416.65,449783.2998,4.71E+12,4.709642257
2609,2009,KA,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,2009,LD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,2009,MH,CH,71736773.19,26329759.02,61695954.99,24150356.62,39614972.7,1869412.89,0,0,0,0,39614972.7,1869412.89,1.96E+13,19.57446163
2612,2009,ML,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2009,MN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,2009,MP,CH,3381966.772,1241293.219,2908601.272,1138547.219,1867612.877,88131.81855,0,0,0,0,1867612.877,88131.81855,9.23E+11,0.922820694
2615,2009,MZ,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,2009,NL,CH,232069.5553,85177.17196,199587.3553,78126.77196,128155.0408,6047.579209,0,0,0,0,128155.0408,6047.579209,63323681888,0.063323682
2617,2009,OD,CH,522479.0742,191767.0325,449348.9742,175893.8325,288526.9763,13615.45931,0,0,0,0,288526.9763,13615.45931,1.43E+11,0.142566304
2618,2009,PN,CH,2593686.03,951968.2179,2230654.23,873170.6179,1432303.081,67589.74347,0,0,0,0,1432303.081,67589.74347,7.08E+11,0.707726392
2619,2009,PD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,2009,RJ,CH,141011.2866,51755.78758,121274.2866,47471.78758,77870.21943,3674.660918,0,0,0,0,77870.21943,3674.660918,38477058502,0.038477059
2621,2009,SK,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,2009,TE,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,2009,TN,CH,37980053.66,13939930.89,32664079.76,12786076.09,20973605.61,989735.0932,0,0,0,0,20973605.61,989735.0932,1.04E+13,10.36343106
2624,2009,TR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,2009,UR,CH,253543.8231,93058.93568,218055.9231,85356.13568,140013.7082,6607.184433,0,0,0,0,140013.7082,6607.184433,69183260071,0.06918326
2626,2009,UP,CH,402849.8912,147859.1813,346463.9912,135620.3813,222464.5287,10498.00187,0,0,0,0,222464.5287,10498.00187,1.10E+11,0.109923675
2627,2009,WB,CH,2190375.318,803939.9002,1883793.918,737395.1002,1209584.075,57079.73291,0,0,0,0,1209584.075,57079.73291,5.98E+11,0.597676975
2628,2010,AP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,2010,AN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,2010,AR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,2010,AS,CH,3435962.761,1230338.174,2744496.961,1080252.574,1762241.499,87354.01035,0,0,0,0,1762241.499,87354.01035,9.13E+11,0.912701026
2632,2010,BR,CH,12446502.99,4456802.601,9941722.893,3913129.401,6383580.27,316432.9847,0,0,0,0,6383580.27,316432.9847,3.31E+12,3.306187186
2633,2010,CH,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,2010,CN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,2010,DD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,2010,DL,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,2010,DN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,2010,GA,CH,481080.9396,172263.8708,384266.4396,151249.8708,246737.4809,12230.73483,0,0,0,0,246737.4809,12230.73483,1.28E+11,0.127790403
2639,2010,GJ,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,2010,HP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,2010,HR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,2010,JH,CH,42592617.97,15251423.69,34021122.67,13390944.09,21844962.87,1082851.082,0,0,0,0,21844962.87,1082851.082,1.13E+13,11.31395444
2643,2010,JK,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,2010,KL,CH,454414.7609,162715.3337,362966.6609,142866.1337,233060.893,11552.78869,0,0,0,0,233060.893,11552.78869,1.21E+11,0.120707018
2645,2010,KA,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,2010,LD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,2010,MH,CH,43209305.4,15472245.08,34513705.65,13584828.08,22161250.4,1098529.401,0,0,0,0,22161250.4,1098529.401,1.15E+13,11.47776624
2648,2010,ML,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,2010,MN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,2010,MP,CH,9749180.559,3490954.311,7787219.559,3065102.311,5000173.679,247857.7561,0,0,0,0,5000173.679,247857.7561,2.59E+12,2.589692531
2651,2010,MZ,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,2010,NL,CH,326724.79,116992.5315,260973.49,102720.9315,167571.0779,8306.469737,0,0,0,0,167571.0779,8306.469737,86788499097,0.086788499
2653,2010,OD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,2010,PN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,2010,PD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,2010,RJ,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,2010,SK,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,2010,TE,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,2010,TN,CH,1135812.547,406707.9981,907237.4474,357094.7981,582537.165,28876.26787,0,0,0,0,582537.165,28876.26787,3.02E+11,0.301707949
2660,2010,TR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,2010,UR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,2010,UP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,2010,WB,CH,7573066.537,2711738.603,6049034.737,2380941.003,3884085.205,192533.4408,0,0,0,0,3884085.205,192533.4408,2.01E+12,2.011647413
2664,2011,AP,CH,27143034.07,6921231.441,23771361.07,6189395.441,15263590.94,491407.4323,0,0,0,0,15263590.94,491407.4323,5.25E+12,5.253265233
2665,2011,AN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,2011,AR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,2011,AS,CH,820096.1859,209117.2082,718224.8859,187005.6082,461172.1992,14847.32178,0,0,0,0,461172.1992,14847.32178,1.59E+11,0.158721489
2668,2011,BR,CH,65759553.39,16768099.22,57590985.72,14995076.78,36979171.93,1190535.045,0,0,0,0,36979171.93,1190535.045,1.27E+13,12.72710982
2669,2011,CH,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,2011,CN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,2011,DD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,2011,DL,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,2011,DN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,2011,GA,CH,275407.7606,70226.52099,241196.9606,62800.92099,154872.5684,4986.08299,0,0,0,0,154872.5684,4986.08299,53302442534,0.053302443
2675,2011,GJ,CH,8516974.611,2171752.513,7459006.911,1942116.113,4789428.338,154194.4284,0,0,0,0,4789428.338,154194.4284,1.65E+12,1.648376025
2676,2011,HP,CH,800884.1061,204218.2993,701399.3061,182624.6993,450368.4944,14499.49925,0,0,0,0,450368.4944,14499.49925,1.55E+11,0.155003181
2677,2011,HR,CH,268449.8721,68452.32152,235103.3721,61214.32152,150959.8752,4860.114828,0,0,0,0,150959.8752,4860.114828,51955812173,0.051955812
2678,2011,JH,CH,122974207.1,31357325.3,107698508.3,28041669.74,69153212.18,2226370.096,0,0,0,0,69153212.18,2226370.096,2.38E+13,23.80043901
2679,2011,JK,CH,400130.5058,102029.7079,350426.8058,91241.30788,225009.052,7244.109261,0,0,0,0,225009.052,7244.109261,77441293765,0.077441294
2680,2011,KL,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,2011,KA,CH,1577052.131,402134.2185,1381152.731,359613.4185,886838.1686,28551.52951,0,0,0,0,886838.1686,28551.52951,3.05E+11,0.30522281
2682,2011,LD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,2011,MH,CH,17081304.4,4355580.173,14959486.6,3895030.573,9605486.346,309246.1923,0,0,0,0,9605486.346,309246.1923,3.31E+12,3.305917175
2684,2011,ML,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,2011,MN,CH,268449.8721,68452.32152,235103.3721,61214.32152,150959.8752,4860.114828,0,0,0,0,150959.8752,4860.114828,51955812173,0.051955812
2686,2011,MP,CH,5447507.348,1389065.756,4770824.948,1242188.956,3063346.699,98623.66868,0,0,0,0,3063346.699,98623.66868,1.05E+12,1.054311058
2687,2011,MZ,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,2011,NL,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,2011,OD,CH,2167538,552702.8452,1898289.2,494261.2452,1218891.495,39241.90201,0,0,0,0,1218891.495,39241.90201,4.20E+11,0.419505498
2690,2011,PN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,2011,PD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,2011,RJ,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,2011,SK,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,2011,TE,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,2011,TN,CH,12193232.05,3109165.35,10678604.35,2780408.95,6856731.853,220750.7399,0,0,0,0,6856731.853,220750.7399,2.36E+12,2.359879217
2696,2011,TR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,2011,UR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,2011,UP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,2011,WB,CH,38988787.1,9941792.743,34145649.8,8890569.143,21924921.74,705867.2848,0,0,0,0,21924921.74,705867.2848,7.55E+12,7.545893331
2700,2012,AP,CH,70894752.96,18319594.59,61367699.19,16251706.95,39404199.65,1300691.216,0,0,0,0,39404199.65,1300691.216,1.39E+13,13.88256104
2701,2012,AN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,2012,AR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,2012,AS,CH,2027398.409,523890.914,1754950.409,464754.914,1126853.658,37196.25489,0,0,0,0,1126853.658,37196.25489,3.97E+11,0.397003741
2704,2012,BR,CH,37569919.57,9708274.123,32521158.85,8612419.083,20881836.1,689287.4627,0,0,0,0,20881836.1,689287.4627,7.36E+12,7.356915429
2705,2012,CH,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,2012,CN,CH,255728.6629,66081.69485,221363.0629,58622.49485,142137.2227,4691.800334,0,0,0,0,142137.2227,4691.800334,50076608292,0.050076608
2707,2012,DD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,2012,DL,CH,1016060.663,262555.6709,879519.3228,232918.7909,564739.3572,18641.45263,0,0,0,0,564739.3572,18641.45263,1.99E+11,0.19896429
2709,2012,DN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,2012,GA,CH,1484358.977,383566.5343,1284886.277,340270.1343,825025.4785,27233.22394,0,0,0,0,825025.4785,27233.22394,2.91E+11,0.290666139
2711,2012,GJ,CH,762578.2652,197054.4234,660100.6652,174811.2234,423850.6371,13990.86406,0,0,0,0,423850.6371,13990.86406,1.49E+11,0.149327544
2712,2012,HP,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,2012,HR,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,2012,JH,CH,51628439.63,13341073.13,44690451.98,11835153.33,28695739.22,947216.1922,0,0,0,0,28695739.22,947216.1922,1.01E+13,10.10984502
2715,2012,JK,CH,381289.1325,98527.21167,330050.3325,87405.61167,211925.3185,6995.432029,0,0,0,0,211925.3185,6995.432029,74663771808,0.074663772
2716,2012,KL,CH,700796.3705,181089.6415,606621.2105,160648.5215,389511.4793,12857.36455,0,0,0,0,389511.4793,12857.36455,1.37E+11,0.137229456
2717,2012,KA,CH,1248213.14,322545.1494,1080474.44,286136.7494,693772.6379,22900.70561,0,0,0,0,693772.6379,22900.70561,2.44E+11,0.244424226
2718,2012,LD,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,2012,MH,CH,47501176.77,12274565.67,41117823.33,10889031.59,26401754.36,871494.1626,0,0,0,0,26401754.36,871494.1626,9.30E+12,9.301647278
2720,2012,ML,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,2012,MN,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,2012,MP,CH,65852.05059,17016.53253,57002.65059,15095.73253,36601.40194,1208.17381,0,0,0,0,36601.40194,1208.17381,12895102584,0.012895103
2723,2012,MZ,CH,253424.801,65486.36424,219368.801,58094.36424,140856.7071,4649.531861,0,0,0,0,140856.7071,4649.531861,49625467658,0.049625468
2724,2012,NL,CH,509153.464,131568.0591,440731.864,116716.8591,282993.9299,9341.332196,0,0,0,0,282993.9299,9341.332196,99702075958,0.099702076
